ID,Datetime,Tweet,Categories,Ratting
6982,Mon Dec 05 19:43:26 +0000 2011,RT @CleanPlates: Thanks to @goodhealth for giving our pumpkin pie pop tart recipe a shout-out on their Facebook page! Recipe: http://bit.ly/vkUmf7,Other,2
6983,Mon Dec 05 00:15:10 +0000 2011,Fish. It's what's for dinner: http://ow.ly/7N1Z9,Other,1
6984,Sun Dec 04 20:00:30 +0000 2011,"Families are extra stressed this time of year, but don't fret. We're got the secrets to a calm, happy family. http://ow.ly/7N1um",Mental Health,2
6985,Sun Dec 04 16:00:32 +0000 2011,Stock your kitchen and tummy with healthy food (for cheap!) before the holiday food overload hits in a few weeks. http://ow.ly/7N1jv,Nutrition,2
6986,Sun Dec 04 15:41:17 +0000 2011,Yuck! Avoid the germiest places in the mall http://tinyurl.com/88w8rtg,Other,1
6987,Sun Dec 04 01:00:18 +0000 2011,You don't have to say goodbye to peaches and berries in the winter. Enjoy your favorite fruits year-round: http://ow.ly/7N0NU,Other,2
6988,Sat Dec 03 19:30:19 +0000 2011,The holidays should bring nothing but joy right? Well amidst all that cheer are some pretty serious health hazards. Look out:...,Other,1
6989,Sat Dec 03 18:20:59 +0000 2011,Are snacks ok? Maybe not if you're trying to lose weight http://bit.ly/tGmyX5,Other,2
6990,Sat Dec 03 15:00:28 +0000 2011,Braving the Christmas crowds at the mall this weekend? Then you should know the really funky places to avoid! http://ow.ly/7MXQh,Other,2
6991,Fri Dec 02 22:00:27 +0000 2011,You'll be in mint condition with these beauty products! http://ow.ly/7MXHK,Personal Care,1
6992,Fri Dec 02 21:31:08 +0000 2011,RT @yahoohealth: Bored on the treadmill? These three cardio machines are better. http://bit.ly/tICMNs #fitness #yahoohealth,Exercise,2
6993,Fri Dec 02 21:18:58 +0000 2011,"What we're reading: How Women Use Tampons to Get Drunk, a Hot New Form of Yoga, and Why Kids Are Good for Your Health: http://bit.ly/rzccOP",Exercise,3
6994,Fri Dec 02 20:33:23 +0000 2011,Do you have any healthy mantras you live to? Our fitness blogger shares what works for her and some friends: http://ow.ly/7MVfR,Exercise,2
6995,Fri Dec 02 18:50:06 +0000 2011,@glamourmag asks 'Is it time to break up with canned soup?' Find out why some are saying to put the ladle down! http://ow.ly/7MJQV,Other,2
6996,Fri Dec 02 17:35:11 +0000 2011,A countdown of cookies! What more could you want? Today's recipe: Peanut Butter and Jelly Sandwich Cookies. http://ow.ly/7MBbl,Other,2
6997,Fri Dec 02 16:39:15 +0000 2011,"Have you been following the apple juice ""scandal""? A new Consumer Reports study looks deeper into the toxins issue: http://ow.ly/7MAKx",Other,3
6998,Thu Dec 01 18:34:09 +0000 2011,#RecipeoftheDay: Ricotta and Lemon-Basil Pasta http://ow.ly/7Ltdl,Other,1
6999,Thu Dec 01 17:56:43 +0000 2011,Celeb chef Cat Cora shares her secrets to hosting a fabulous holiday party with great food and zero stress. http://ow.ly/7LpU3,"Nutrition, Mental Health",3
7000,Thu Dec 01 17:23:00 +0000 2011,Do we lose most our body heat through our heads? Does sugar really make kids hyperactive? Holiday health myths debunked http://bit.ly/oCQ1td,Nutrition,2
7001,Thu Dec 01 17:16:10 +0000 2011,RT @ivillagehealth: It’s World AIDS Day: Do Teenagers Practice Safer Sex Than You? http://dlvr.it/yY4JR,Other,2
7002,Thu Dec 01 16:39:58 +0000 2011,"RT @FrancesLRothRD: Just 19 days till our book, The CarbLovers Diet Cookbook comes out! It's got 150 delish recipes-yum! http://is.gd/ImMXWU",Nutrition,2
7003,Thu Dec 01 16:17:58 +0000 2011,RT @CDCgov: About 1.2 million people in the US are living with #HIV and 1 in 5 don’t know it. #VitalSigns http://go.usa.gov/51L #WAD2011,Other,2
7004,Thu Dec 01 15:00:28 +0000 2011,"Good morning! If you just couldn't pry yourself out of the covers, take a look at these alarm clocks that do the trick. http://ow.ly/7L9w2",Other,2
7005,Wed Nov 30 22:20:54 +0000 2011,Cold temps and dark skies can make for some solemn outlooks this time of year. Brighten your winter with these tips: http://ow.ly/7Kreg,Other,3
7006,Wed Nov 30 21:07:52 +0000 2011,RT @huffingtonpost: How to have a zero-waste holiday season http://huff.to/sqEMbS,Other,1
7007,Wed Nov 30 17:01:01 +0000 2011,"Our #RecipeoftheDay, Artichoke, Goat Cheese and Potato Omelet, can be enjoyed any time of the day: http://ow.ly/7JQ2m",Other,2
7008,Wed Nov 30 15:46:35 +0000 2011,Fall off the healthy bandwagon this time of year? Our weight loss blogger can show you how to hop back on: http://ow.ly/7JUJN,Other,2
7009,Wed Nov 30 15:00:27 +0000 2011,You're morning cup of Joe does more than just wake you from a Zombie-like state. There are many more perks of coffee: http://ow.ly/7JPFr,Other,2
7010,Tue Nov 29 21:41:14 +0000 2011,"If you think you have psoriasis, get checked out now. It took this woman months to get the right diagnosis: http://bit.ly/dqAdqh",Other,2
7011,Tue Nov 29 21:38:27 +0000 2011,@fitsugar shows us how to work it out without going to the gym http://ow.ly/7J4wG,Other,2
7012,Tue Nov 29 21:15:24 +0000 2011,RT @HuffingtonPost: How often do men think about sex? http://huff.to/t96OaK,Other,1
7013,Tue Nov 29 19:28:29 +0000 2011,Feeling stressed? Here's why you may be feeling it in your gut. http://bit.ly/vXDzw,Mental Health,2
7014,Tue Nov 29 16:17:09 +0000 2011,"Today's health quote: ""Health is the greatest gift, contentment the greatest wealth, faithfulness the best relationship.""",Nutrition,1
7015,Tue Nov 29 14:55:26 +0000 2011,"Great, a new flu to panic about http://gizmo.do/uG8nAa",Nutrition,2
7016,Tue Nov 29 14:50:08 +0000 2011,How not to fall into a post turkey funk http://bit.ly/rPPiYq,Other,1
7017,Mon Nov 28 20:38:14 +0000 2011,"RT @TIMEHealthland: Would you like some ""hair-like metal fragments"" with your dried cranberries? No? Check out the Ocean Spray recall | http://ti.me/scv4bU",Personal Care,2
7018,Mon Nov 28 19:15:58 +0000 2011,"If you overspent a little this weekend, or are dealing with other money problems, check out this awesome Q&A: http://bit.ly/lf3N8b",Other,2
7019,Mon Nov 28 18:42:23 +0000 2011,"Confused about vitamins? This might help http://www.health.com/health/gallery/0,,20506267,00.html",Other,1
7020,Mon Nov 28 15:02:53 +0000 2011,"Hot or not places to have sex outside the bed! http://www.health.com/health/gallery/0,,20543724,00.html",Other,2
7021,Sun Nov 27 14:37:05 +0000 2011,"Feeling fat? Try these 5 minute fat-burning moves http://www.health.com/health/gallery/0,,20543750,00.html",Other,1
7022,Sat Nov 26 15:42:29 +0000 2011,"You're detoxing today...what about your kitchen? http://www.health.com/health/gallery/0,,20307063,00.html",Other,1
7023,Fri Nov 25 23:19:30 +0000 2011,Didn't get all your holiday shopping done today? No problem. Here are our favorite 50 healthy gifts under $50! http://bit.ly/tJaV70,Other,2
7024,Fri Nov 25 23:13:20 +0000 2011,RT @thedailybeast: How to Cut Post-Thanksgiving Weight Gain by Mixing Exercises http://thebea.st/v0y9Vk #Thanksgiving,Exercise,2
7025,Fri Nov 25 18:14:28 +0000 2011,RT @MSNHealth: Could your shoes literally be killing you? http://go-msn.com/jzI,Other,1
7026,Fri Nov 25 13:27:48 +0000 2011,"Black Friday or not, we're loving these affordable fragrances! http://bitly.com/ueFjcl What's the best deal you found today?",Other,2
7027,Thu Nov 24 23:10:03 +0000 2011,RT @My_Recipes: How can you get a red wine stain out of your white tablecloth? See Entertaining 911 for answers. http://ow.ly/7vIFe,Nutrition,2
7028,Thu Nov 24 23:07:10 +0000 2011,Check out these 5 Rules of Healthy Shoe Shopping before you hit Black Friday tomorrow! http://bit.ly/jECjke,Other,2
7029,Tue Nov 15 19:17:29 +0000 2011,"Steve Jobs and 21 Celebs Who Embraced Natural Medicine http://www.health.com/health/gallery/0,,20543672,00.html",Diseases and Treatments,1
7030,Tue Nov 15 19:15:30 +0000 2011,Start your 2012 weight loss now. The CarbLovers Diet Cookbook Features Recipes from Celeb chefs! http://www.carblovers.com/cookbook,Nutrition,2
7031,Tue Nov 15 18:15:01 +0000 2011,Countdown to #Thanksgiving #recipe of the day | Sauteed Kale With Chorizo and Crispy Garlic: http://bit.ly/txSgXm,Other,2
7032,Tue Nov 15 16:10:00 +0000 2011,"RT @fitsugar: Met marathoner @ryanhall03. His tips for eating before, during, after the race: http://bit.ly/spewba",Nutrition,3
7033,Tue Nov 15 14:46:14 +0000 2011,"What do Tyra Banks, Kurt Cobain, and John F. Kennedy have in common? Find out here: http://bit.ly/s2qr0f",Other,2
7034,Mon Nov 14 20:15:00 +0000 2011,#QuickPick: How would you describe your workout look? Vote here: http://bit.ly/cROFSO,Exercise,2
7035,Mon Nov 14 17:15:03 +0000 2011,RT @TIMEHealthland: Is disease occupying Wall St? | http://ti.me/u1hUTS,Diseases and Treatments,1
7036,Mon Nov 14 14:52:31 +0000 2011,Countdown to #Thanksgiving #recipe of the day | Wild Mushroom Stuffing: http://bit.ly/t4V2y5,Other,2
7037,Sun Nov 13 15:31:51 +0000 2011,"RT @RecipeGirl: RecipeBoy is making me a yummy new pancake recipe for breakfast. Yes, 10 year olds can be taught to cook. Get your kids in the kitchen!",Other,2
7038,Sun Nov 13 15:31:40 +0000 2011,RT @CharityIdeas: 100 Best Companies to Work for 2011 | Fortune | http://cnnmon.ie/w0gDqv #jobsearch #hiring,Other,2
7039,Sun Nov 13 15:30:52 +0000 2011,Should your kids get a cholesterol check? http://news.health.com/2011/11/11/new-guidelines-urge-cholesterol-check-for-all-kids-ages-9-to-11/,Other,2
7040,Fri Nov 11 19:11:43 +0000 2011,"What we're reading: Three-Year Birth-Control, Allergy-Friendly Thanksgiving, and How to Stay Slim Over the Holidays: http://bit.ly/rGtQDb",Other,2
7041,Thu Nov 10 18:45:02 +0000 2011,Countdown to #Thanksgiving #recipe of the day | Orange Glazed Carrots: http://bit.ly/rCnGOj,Other,2
7042,Thu Nov 10 14:04:45 +0000 2011,This week's #RecipeMakeover from @CaitsPlate: Whole-Wheat Maple-Bacon Waffles! Yum! http://bit.ly/vVHExD,Nutrition,1
7043,Wed Nov 09 22:00:08 +0000 2011,Countdown to #Thanksgiving #recipe of the day | Buttermilk and Herb Stuffing Muffins: http://bit.ly/tAZbmH,Other,2
7044,Wed Nov 09 20:00:07 +0000 2011,"Great for upcoming holiday bashes! RT @glamourmag: If you're watching what you eat, what NOT to do at parties: http://glmr.me/sfVQSZ",Nutrition,2
7045,Wed Nov 09 17:15:01 +0000 2011,Missed our video chat with @DrSusanLove? Watch highlights here for the latest on #breastcancer risks and prevention: http://bit.ly/vnmZ5E,Other,3
7046,Wed Nov 09 15:45:01 +0000 2011,RT @cnnhealth: How to cut your risk of memory loss http://bit.ly/tQNfxQ,Other,2
7047,Wed Nov 09 14:55:20 +0000 2011,"We're all about free ways to stay fit! Try these http://www.health.com/health/article/0,,20411642,00.html",Other,3
7048,Wed Nov 09 14:34:25 +0000 2011,Don't dread the treadmill as temps drop. Try these (not boring!) workouts from @FeelGreatWeight blogger @CarrotsNCake: http://bit.ly/syCZ1d,"Nutrition, Exercise",3
7049,Tue Nov 08 22:30:02 +0000 2011,10 ways you're putting yourself at risk for the #flu (without even realizing it!) http://bit.ly/dS79hR,Other,3
7050,Tue Nov 08 21:46:14 +0000 2011,"RU eating out or need reasons to make dinner for your family tonight? Read these http://www.health.com/health/gallery/0,,20339151,00.html",Nutrition,2
7051,Tue Nov 08 20:45:01 +0000 2011,RT @fitsugar: Holiday parties are coming! Learn what foods to avoid from @FitnessMagazine http://bit.ly/ta63qp,"Nutrition, Exercise",3
7052,Tue Nov 08 19:00:01 +0000 2011,Countdown to #Thanksgiving #recipe of the day | Pumpkin Pie Cake: http://bit.ly/vgcsf4,Other,2
7053,Tue Nov 08 18:41:24 +0000 2011,RT @NPF: No increased risk of infections w/ TNF inhibitors for #psoriasis: http://huff.to/s3k08N via @HealthyLiving @goodhealth,Other,2
7054,Tue Nov 08 17:15:03 +0000 2011,RT @Cooking_Light: Take a flip through these 10 Foods That Sound Healthy (but Aren't)! Did any surprise you? http://ow.ly/7mrOo,Nutrition,2
7055,Tue Nov 08 15:45:01 +0000 2011,RT @fgfitness: High heels killing you? Two stretches to try now: http://bit.ly/uzAXBu,Exercise,2
7056,Tue Nov 08 15:39:31 +0000 2011,"13 Proven Ways to Save Money on Prescription Drugs! http://www.health.com/health/gallery/0,,20524163,00.html",Other,2
7057,Tue Nov 08 14:48:27 +0000 2011,Dad’s #Depression May Rub Off on Kids: http://bit.ly/uWqNwx,Mental Health,1
7058,Mon Nov 07 22:45:02 +0000 2011,#QuickPick: What's your go-to diet indulgence? Vote here: http://www.health.com/health/quickpick/making-healthy-choices,Nutrition,1
7059,Mon Nov 07 20:52:16 +0000 2011,"This person lost 15 lbs (without gimmicks)! Try it her free method here http://www.health.com/health/article/0,,20535043,00.html",Other,2
7060,Mon Nov 07 20:30:05 +0000 2011,Countdown to #Thanksgiving #recipe of the day - Warm Apple-Buttermilk Custard Pie: http://bit.ly/sOP0E1,Other,2
7061,Mon Nov 07 18:45:01 +0000 2011,What's causing your tummy troubles? Take our quiz: http://bit.ly/tlibWW,Other,1
7062,Mon Nov 07 18:43:30 +0000 2011,"Trying to figure out how to pay for health care next year? This can help http://www.health.com/health/article/0,,20456419,00.html",Other,2
7063,Mon Nov 07 18:41:37 +0000 2011,"Did you fall back? Is daylight savings time messing you up? http://www.health.com/health/condition-section/0,,20187915,00.html",Other,2
7064,Mon Nov 07 17:00:02 +0000 2011,"This fitness-ball-based workout sculpts your core and targets belly fat. Plus, there’s not a crunch in the bunch! http://bit.ly/i3y6Ko",Exercise,2
7065,Mon Nov 07 16:15:30 +0000 2011,"Do you get sticker shock at the grocery store? Here are 11 Ways to Save Money on Healthy Food! http://www.health.com/health/gallery/0,,20362429,00.html",Nutrition,3
7066,Mon Nov 07 15:50:00 +0000 2011,RT @My_Recipes: Butternut squash is in season - find out all the wonderful ways to cook this fall favorite! http://ow.ly/2bs73y,Nutrition,3
7067,Mon Nov 07 14:42:01 +0000 2011,Pick your perfect kickstart-phase diet from this batch of @goodhealth-approved plans: http://bit.ly/sX187V,Nutrition,2
7068,Fri Nov 04 21:30:04 +0000 2011,#QuickPick: Do you count calories when you're trying to lose weight? Vote here: http://bit.ly/cROFSO,Nutrition,2
7069,Fri Nov 04 19:45:01 +0000 2011,Whole-wheat pancake mix+canned pumpkin+cinnamon+ginger+maple syrup = @Bethenny's Spiced Pumpkin Pancakes: http://bit.ly/rZRoDa,Nutrition,2
7070,Fri Nov 04 18:45:01 +0000 2011,"What we're reading: Perks of Being Pregnant, How to Beat the Winter Blues, and Healthy Breakup Do’s and Don’ts: http://bit.ly/szZQjT",Nutrition,2
7071,Fri Nov 04 18:00:09 +0000 2011,Countdown to #Thanksgiving #recipe of the day | Sweet Potato Gratin: http://bit.ly/txCII4,Other,2
7072,Fri Nov 04 16:15:06 +0000 2011,"Bacon, egg, and cheese on waffles(!) for under 400 calories?! These healthy sandwiches will make your heart race! http://bit.ly/vYyA3h",Nutrition,2
7073,Fri Nov 04 14:45:00 +0000 2011,Gear Guide: A fun way to encourage kids to get active: http://bit.ly/v2eVlN #FitnessFriday,Exercise,2
7074,Fri Nov 04 13:47:14 +0000 2011,"Q: Is it OK to take aspirin, acetaminophen, or ibuprofen that’s expired? A: http://bit.ly/tubeyT #WhatTheYuck",Other,2
7075,Thu Nov 03 21:45:01 +0000 2011,#Recipe of the day | Sautéed Brussels Sprouts With Parmesan and Pine Nuts: http://bit.ly/tlsBiD,Other,2
7076,Thu Nov 03 19:45:01 +0000 2011,6 Reasons You Can't Lose Weight: http://huff.to/szPKRq [via @HealthyLiving],Other,1
7077,Thu Nov 03 17:45:01 +0000 2011,On this week's Healthy Cooking on the Cheap menu @EatLiveRun whips up curry & homemade gnocchi - with squash! Recipes: http://bit.ly/uzhy40,Nutrition,2
7078,Thu Nov 03 15:45:00 +0000 2011,"Smooth skin, soothe your tummy, and more with #yogurt: http://bit.ly/sDrRWN",Personal Care,1
7079,Thu Nov 03 13:47:34 +0000 2011,Are your shoes killing you? Even your flats can harm your body in surprising ways. Simple steps to stay healthy: http://bit.ly/pBuBFi,Other,3
7080,Thu Nov 03 13:46:10 +0000 2011,"@SimplyKula Nope, it's not too late! Thank you!",Other,0
7081,Wed Nov 02 21:15:01 +0000 2011,Hate the treadmill? Try these #cardio workouts from our friends at @FitSugar instead: http://bit.ly/uHriBI,Exercise,2
7082,Wed Nov 02 19:30:01 +0000 2011,#QuickPick: What's your top #beauty problem when temperatures drop? Vote here: http://bit.ly/cROFSO,Personal Care,2
7083,Wed Nov 02 19:21:59 +0000 2011,Have you lost weight and kept a blog to showcase your success? We might publish your story! Email jamiebeckman@gmail.com,Other,1
7084,Wed Nov 02 17:54:52 +0000 2011,"@thehealthyhippi So are we, definitely the most delicious holiday of the year! :-)",Other,1
7085,Wed Nov 02 17:45:06 +0000 2011,Another tasty and healthy #Thanksgiving side for the #recipe of the day - Creamy Turnip-Potato Purée: http://bit.ly/u7kaUP,Other,2
7086,Wed Nov 02 16:00:10 +0000 2011,"Want a fresh look for fall? These women did, too. Check out their naturally gorgeous hair makeovers: http://bit.ly/vicyFX",Personal Care,2
7087,Wed Nov 02 14:45:09 +0000 2011,"RT @cnnhealth: Even moderate drinking increases a woman’s breast cancer risk, according to study. http://ow.ly/7gvgY",Other,2
7088,Wed Nov 02 13:35:10 +0000 2011,Yum! RT @feelgreatweight: Apple Crisp Smoothie? That's right! 3 Diet-Friendly Ways to Enjoy the Flavors of Fall: http://bit.ly/unFpDt,Nutrition,3
7089,Tue Nov 01 21:15:01 +0000 2011,"We're kicking off a month of tasty #Thanksgiving #recipes of the day, starting with a lower-fat Sweet Potato Casserole: http://bit.ly/rAfJiD",Nutrition,2
7090,Tue Nov 01 20:00:13 +0000 2011,Kick everything from back pain to heart disease with 1 simple fix: Stop sitting! Why you must stand up for your health: http://bit.ly/udl4nE,Diseases and Treatments,2
7091,Tue Nov 01 18:15:01 +0000 2011,RT @Cooking_Light: Check out our new one-stop destination for all things holidays: http://ow.ly/7fpnr And share your fave holiday dish!,Other,3
7092,Tue Nov 01 16:30:01 +0000 2011,Ever wonder how those lucky women sail through the season sniffle-free? Secrets to never getting sick: http://bit.ly/t2Xr7F,Other,2
7093,Tue Nov 01 14:45:03 +0000 2011,RT @fitsugar: Have yourself a sugar #halloweenhangover? How to get back on track http://bit.ly/t4176s,Other,2
7094,Tue Nov 01 13:45:29 +0000 2011,#Gluten in Cosmetics Poses Hidden Threat to #Celiac Patients: http://news.health.com/2011/10/31/gluten-cosmetics/,Nutrition,2
7095,Mon Oct 31 21:15:01 +0000 2011,What's your favorite #Halloween candy? @Bethenny sorts through the classics and suggests some healthier alternatives: http://bit.ly/tblVKP,Other,2
7096,Mon Oct 31 19:30:02 +0000 2011,#QuickPick: Which #Halloween treat is harder for you to resist? Vote here: http://bit.ly/cROFSO,Nutrition,2
7097,Mon Oct 31 18:30:07 +0000 2011,"How do I exercise, stop sweating, make my hair presentable, and fix my makeup in just 1 hour? How to work out at lunch: http://bit.ly/shOTXD","Nutrition, Exercise, Personal Care",3
7098,Mon Oct 31 17:44:06 +0000 2011,15 more minutes with @DrSusanLove. Tweet us your #breastcancer questions and join the @ArmyofWomen at www.armyofwomen.org to find the cause,Other,1
7099,Mon Oct 31 17:39:43 +0000 2011,"""What we really need to do is find the cause of #breastcancer so we can stop it altogether."" -@DrSusanLove. Tweet us your questions!",Other,1
7100,Mon Oct 31 17:26:04 +0000 2011,"""The older your first pregnancy, the higher your risk for #breastcancer"" -@DrSusanLove. Tune in here: on.fb.me/tq9359 Tweet your questions!",Other,1
7101,Mon Oct 31 17:18:25 +0000 2011,"""We desperately need a test that does work in younger women"" -@DrSusanLove on mammograms. Tune in here: on.fb.me/tq9359 Tweet your questions",Other,1
7102,Mon Oct 31 17:11:44 +0000 2011,"""Stress reduction has been shown to reduce #breastcancer"" --@DrSusanLove Tune in here: on.fb.me/tq9359",Mental Health,1
7103,Mon Oct 31 17:09:17 +0000 2011,"""There's no data to suggest that having IVF increases #breastcancer risk"" -@DrSusanLove Tune in here: on.fb.me/tq9359",Other,1
7104,Mon Oct 31 16:58:01 +0000 2011,"We're getting started, come join us! RT @DrSusanLove: TODAY live video #breastcancer chat at 1pm EST. Tune in here: http://on.fb.me/tq9359",Other,2
7105,Mon Oct 31 16:45:01 +0000 2011,13 Easy #Halloween Party Recipes from our friends at @Real_Simple: http://bit.ly/voy631,Nutrition,2
7106,Mon Oct 31 16:00:48 +0000 2011,Join @goodhealth and @ArmyofWomen for a live chat w/ @DrSusanLove today at 1pm EST. Submit questions & tune in here: http://tinyurl.com/6d5jgy3,Other,2
7107,Mon Oct 31 14:45:01 +0000 2011,RT @TIMEHealthland: Is black licorice a trick or a treat? The FDA weighs in | http://ti.me/teqyYi,Nutrition,2
7108,Mon Oct 31 13:58:23 +0000 2011,"@MelisaNutrition Love it! RT: @goodhealth One #Halloween I was ""80s Workout Girl"". http://bit.ly/txbKHe","Nutrition, Exercise",3
7109,Mon Oct 31 13:43:44 +0000 2011,Happy #Halloween! Who's dressing up as something or health- or fitness-inspired?,Exercise,1
7110,Fri Oct 28 21:15:01 +0000 2011,4 Tricks to Avoid Overindulging on #Halloween Treats: http://bit.ly/rR4PuF,Nutrition,1
7111,Fri Oct 28 19:30:05 +0000 2011,Snack time! We tried this classic-tasting kettle corn with natural ingredients: http://bit.ly/vbpja4 #FoodieFriday,Nutrition,2
7112,Fri Oct 28 18:38:39 +0000 2011,RT @ArmyofWomen: @goodhealth is hosting a live chat w/ @DrSusanLove 10/31 at 1pm EST. Submit Q's & tune in here: http://tinyurl.com/6d5jgy3,Other,2
7113,Fri Oct 28 17:45:03 +0000 2011,"We're reading: Calorie-Free Halloween Traditions, Fitness-Inspired Costumes, the Dirtiest Things You Touch Before Work: http://bit.ly/vbiBWp",Exercise,2
7114,Fri Oct 28 16:00:14 +0000 2011,"Breads, muffins, cakes, and cookies—done right, baked goods can fit into a figure-friendly diet. Try these recipes: http://bit.ly/vigFjN",Nutrition,2
7115,Fri Oct 28 14:45:03 +0000 2011,RT @lilsugar: 5 ways to deal with leftover #Halloween candy http://lilsu.gr/20158274,Other,3
7116,Fri Oct 28 13:34:46 +0000 2011,4 Ways #Pilates Makes Everything Better from our friends at @FitSugar: http://bit.ly/uHSLWt #FitnessFriday,Exercise,3
7117,Thu Oct 27 21:30:14 +0000 2011,Got #Psoriasis? 7 Signs You Have #Arthritis Too: http://bit.ly/sDh8gS,Other,1
7118,Thu Oct 27 19:45:01 +0000 2011,#RecipeMakeover: Lighter (and nearly vegan!) Pumpkin Scones from @CaitsPlate: http://bit.ly/ruXHXB,Other,1
7119,Thu Oct 27 19:03:54 +0000 2011,"@Chaoslian Thanks, glad to hear you liked the issue! Those veggie recipes look great, don't they? If you try any, tweet us pics! :)",Nutrition,1
7120,Thu Oct 27 18:42:27 +0000 2011,RT @letsmove2gether: @goodhealth sees what it's like to have #arthritis for an hour. Ease of Use makes life easier! http://bit.ly/swRX6A,Other,2
7121,Thu Oct 27 17:45:01 +0000 2011,Pop Quiz: How much do you know about the #flu? http://huff.to/rfsKMy [via @HealthyLiving],Other,2
7122,Thu Oct 27 16:00:18 +0000 2011,Get more bang for your workout buck with these one-minute power moves: http://bit.ly/rXorNN,Exercise,2
7123,Thu Oct 27 14:50:00 +0000 2011,"After Dieting, Hormone Changes May Fuel Weight Regain: http://news.health.com/2011/10/26/hormones-weight-regain/",Nutrition,2
7124,Thu Oct 27 13:44:13 +0000 2011,Our dance-loving researcher tries out the Inner Warrior workout: http://bit.ly/vpaUEN Could this martial arts/dance combo work for you?,Exercise,2
7125,Wed Oct 26 21:30:13 +0000 2011,Don't be embarrassed—mild #bladder problems affect most women at some point. Avoid these things that can make it worse http://bit.ly/vseUEY,Other,2
7126,Wed Oct 26 19:45:01 +0000 2011,QuickPick: What do you think is a more important breast-cancer screening? Vote here: http://bit.ly/cROFSO,Other,2
7127,Wed Oct 26 18:00:01 +0000 2011,"RT @cnnhealth: Singer Amy Winehouse died of alcohol poisoning, inquest finds. http://ow.ly/79CZI",Other,2
7128,Wed Oct 26 16:15:07 +0000 2011,"We asked three star foodies: ""What can you make with cranberries?"" Get their recipes here: http://bit.ly/vuY2i6",Nutrition,2
7129,Wed Oct 26 14:45:00 +0000 2011,RT @feelgreatweight: Ever have those days when you snack on everything in sight? 7 Ways to Stop Eating Out of Boredom: http://bit.ly/vO5rtO,Nutrition,3
7130,Wed Oct 26 13:37:08 +0000 2011,Can't sleep? Why #insomnia may hurt your heart: http://bit.ly/v8C74A,Sleep,1
7131,Wed Oct 26 13:35:53 +0000 2011,"@ExerciseSpace Looks amazing! Good idea with the squash too, makes it feel more like a fall dish.",Exercise,1
7132,Tue Oct 25 22:00:06 +0000 2011,8 Spicy Snacks Under 80 Calories: http://bit.ly/tOkkqA,Nutrition,1
7133,Tue Oct 25 20:30:05 +0000 2011,So you could use a personal trainer but don't want to shell out the dough? Steal these tricks: http://bit.ly/uParYR [via @FitSugar],Other,2
7134,Tue Oct 25 20:14:50 +0000 2011,"@ExerciseSpace You're welcome! If you do make it, tweet us a picture! :)",Exercise,1
7135,Tue Oct 25 19:00:02 +0000 2011,Portion problems solved! Check out these cute gadgets for perfect portion sizes: http://bit.ly/seDvcK,Other,2
7136,Tue Oct 25 17:30:20 +0000 2011,"#Recipe of the day | Fresh Corn With Avocado, Scallions, and Spiced Scallops: http://bit.ly/tWNKvB",Other,2
7137,Tue Oct 25 16:00:02 +0000 2011,"Whether you slice one in your salad or use its nutrients on your skin, this fruit packs secret anti-aging perks: http://bit.ly/vDjw0d",Personal Care,2
7138,Tue Oct 25 15:38:44 +0000 2011,Thanks! RT @BrooklynFitChik: What Did We Learn This Month? Health magazine Nov Issue with Michelle Monaghan: http://bit.ly/u5FZyN,Other,2
7139,Tue Oct 25 14:45:01 +0000 2011,"RT @nytimeshealth: Screen Time Higher Than Ever for Children, Study Finds http://nyti.ms/vDg2Ux",Other,2
7140,Tue Oct 25 13:29:51 +0000 2011,"#Yoga, Stretching May Ease Chronic Back Pain: http://news.health.com/2011/10/24/yoga-stretching-back-pain/",Exercise,2
7141,Tue Oct 25 13:27:34 +0000 2011,"@RampageFitness You're welcome, so glad you liked it! Thanks for being a fan :-)",Exercise,1
7142,Mon Oct 24 21:45:01 +0000 2011,"There are the obvious choices for zapping the pain, but if #headaches are persistent, consider these other approaches: http://bit.ly/n6tqjK",Other,2
7143,Mon Oct 24 20:30:04 +0000 2011,Butternut squash + black beans + Monterey Jack cheese + tortillas + salsa = Squash and Black Bean Quesadillas. Recipe: http://bit.ly/nnBYnn,Other,2
7144,Mon Oct 24 18:45:13 +0000 2011,#QuickPick: When are your allergies the worst? Vote here: http://bit.ly/cROFSO,Other,1
7145,Mon Oct 24 17:00:07 +0000 2011,RT @TIMEHealthland: BPA exposure in pregnant women affects daughters' behavior | http://ti.me/qe3EDb,Other,2
7146,Mon Oct 24 15:22:19 +0000 2011,"You'd kill for a dancer's body, but you're not exactly graceful. No experience required for these dance-inspired moves: http://bit.ly/ntxs9G",Other,2
7147,Mon Oct 24 14:08:40 +0000 2011,Back in an office chair after an active weekend? We've got 6 ways to sit less every day (even during work!): http://bit.ly/r5fP7m,Personal Care,3
7148,Fri Oct 21 22:00:03 +0000 2011,"RT @fgfitness: How yoga—traditionally a spiritual, male-only pastime—has been transformed by women: http://bit.ly/qJq7xG #FitnessFriday",Exercise,2
7149,Fri Oct 21 20:45:01 +0000 2011,"No more ""But I'm tired!"" Ditch these lame excuses that shouldn't keep you from #exercising: http://bit.ly/pXzLLw [via @FitSugar]",Other,2
7150,Fri Oct 21 20:30:24 +0000 2011,"@txelizabeth Not yet, but it's in the works - we'll be on the iPad in January! Stay tuned!",Other,1
